,a,b,c,d
6128,89,89,90,268.0
6129,85,33,84,202.0
6130,63,11,9,83.0
6131,51,1,83,135.0
6132,60,84,95,239.0
6133,17,36,7,60.0
6134,95,23,85,203.0
6135,45,78,98,221.0
6136,21,14,88,123.0
6137,64,32,42,138.0
6138,65,16,84,165.0
6139,8,80,18,106.0
6140,90,99,72,261.0
6141,51,50,33,134.0
6142,4,6,87,97.0
6143,68,5,57,130.0
6144,21,74,81,176.0
6145,53,14,84,151.0
6146,31,69,36,136.0
6147,86,76,77,239.0
6148,18,8,85,111.0
6149,3,9,26,38.0
6150,37,33,92,162.0
6151,95,37,45,177.0
6152,48,11,40,99.0
6153,77,31,9,117.0
6154,51,27,76,154.0
6155,82,2,71,155.0
6156,96,18,66,180.0
6157,80,58,26,164.0
6158,36,18,25,79.0
6159,41,62,10,113.0
6160,10,3,29,42.0
6161,61,93,6,160.0
6162,54,7,8,69.0
6163,99,11,98,208.0
6164,83,93,6,182.0
6165,98,12,14,124.0
6166,73,71,91,235.0
6167,14,42,79,135.0
6168,43,6,3,52.0
6169,18,92,20,130.0
6170,32,13,24,69.0
6171,50,14,53,117.0
6172,12,91,67,170.0
6173,27,14,41,82.0
6174,3,38,46,87.0
6175,54,34,23,111.0
6176,20,3,62,85.0
6177,94,63,47,204.0
6178,59,23,13,95.0
6179,83,70,69,222.0
6180,36,36,70,142.0
6181,17,44,28,89.0
6182,24,79,94,197.0
6183,49,71,50,170.0
6184,85,37,84,206.0
6185,32,59,26,117.0
6186,50,84,22,156.0
6187,83,67,46,196.0
6188,68,65,13,146.0
6189,84,29,78,191.0
6190,99,51,45,195.0
6191,29,59,33,121.0
6192,61,62,12,135.0
6193,73,9,29,111.0
6194,64,59,34,157.0
6195,37,38,38,113.0
6196,17,32,74,123.0
6197,18,68,6,92.0
6198,45,7,34,86.0
6199,13,42,31,86.0
6200,23,38,31,92.0
6201,40,98,9,147.0
6202,81,82,46,209.0
6203,20,21,65,106.0
6204,29,88,24,141.0
6205,39,35,30,104.0
6206,37,98,41,176.0
6207,75,9,0,84.0
6208,88,29,88,205.0
6209,95,49,61,205.0
6210,62,35,64,161.0
6211,74,4,39,117.0
6212,70,23,98,191.0
6213,48,46,7,101.0
6214,77,76,14,167.0
6215,49,16,27,92.0
6216,32,47,48,127.0
6217,5,56,66,127.0
6218,35,10,82,127.0
6219,10,39,31,80.0
6220,81,87,91,259.0
6221,60,23,10,93.0
6222,94,40,82,216.0
6223,62,72,64,198.0
6224,25,82,5,112.0
6225,75,13,61,149.0
6226,86,77,41,204.0
6227,76,84,48,208.0
6228,66,96,33,195.0
6229,7,82,24,113.0
6230,34,27,59,120.0
6231,95,34,0,129.0
6232,76,42,73,191.0
6233,95,6,64,165.0
6234,46,3,93,142.0
6235,42,30,12,84.0
6236,19,7,86,112.0
6237,45,41,78,164.0
6238,15,95,40,150.0
6239,38,11,24,73.0
6240,20,32,20,72.0
6241,42,67,1,110.0
6242,11,8,23,42.0
6243,41,5,62,108.0
6244,82,69,81,232.0
6245,7,56,24,87.0
6246,22,45,34,101.0
6247,15,33,48,96.0
6248,22,61,19,102.0
6249,68,36,51,155.0
6250,58,68,33,159.0
6251,64,58,32,154.0
6252,61,30,81,172.0
6253,19,17,34,70.0
6254,71,69,72,212.0
6255,47,28,45,120.0
6256,56,98,61,215.0
6257,66,19,10,95.0
6258,68,28,37,133.0
6259,62,24,5,91.0
6260,38,16,93,147.0
6261,82,71,7,160.0
6262,71,11,42,124.0
6263,26,43,37,106.0
6264,25,94,71,190.0
6265,93,84,69,246.0
6266,7,97,51,155.0
6267,47,58,40,145.0
6268,0,92,57,149.0
6269,94,71,90,255.0
6270,75,6,44,125.0
6271,40,88,76,204.0
6272,64,68,85,217.0
6273,13,94,82,189.0
6274,47,57,19,123.0
6275,63,48,59,170.0
6276,76,85,91,252.0
6277,54,49,65,168.0
6278,18,19,98,135.0
6279,60,25,31,116.0
6280,63,83,3,149.0
6281,45,48,46,139.0
6282,79,55,99,233.0
6283,12,77,3,92.0
6284,47,22,59,128.0
6285,5,81,53,139.0
6286,86,8,23,117.0
6287,60,90,16,166.0
6288,23,91,65,179.0
6289,46,90,78,214.0
6290,74,55,1,130.0
6291,97,91,60,248.0
6292,15,56,49,120.0
6293,28,6,41,75.0
6294,52,95,79,226.0
6295,96,11,55,162.0
6296,96,88,17,201.0
6297,79,3,45,127.0
6298,18,83,90,191.0
6299,80,1,13,94.0
6300,27,36,3,66.0
6301,89,6,60,155.0
6302,84,88,75,247.0
6303,29,9,74,112.0
6304,60,64,85,209.0
6305,28,90,90,208.0
6306,18,35,97,150.0
6307,23,99,53,175.0
6308,99,48,25,172.0
6309,96,87,93,276.0
6310,22,0,34,56.0
6311,83,28,4,115.0
6312,21,13,74,108.0
6313,24,3,98,125.0
6314,61,84,83,228.0
6315,61,50,18,129.0
6316,16,8,14,38.0
6317,10,72,98,180.0
6318,13,44,93,150.0
6319,24,89,3,116.0
6320,35,37,28,100.0
6321,88,75,97,260.0
6322,53,5,81,139.0
6323,25,32,90,147.0
6324,21,87,16,124.0
6325,15,26,86,127.0
6326,18,55,5,78.0
6327,90,43,25,158.0
6328,78,1,45,124.0
6329,31,90,26,147.0
6330,94,83,75,252.0
6331,86,67,93,246.0
6332,46,19,20,85.0
6333,55,31,37,123.0
6334,5,52,14,71.0
6335,4,95,2,101.0
6336,17,19,85,121.0
6337,73,1,15,89.0
6338,94,27,83,204.0
6339,40,46,9,95.0
6340,30,64,43,137.0
6341,13,24,59,96.0
6342,55,15,32,102.0
6343,69,72,3,144.0
6344,48,23,32,103.0
6345,54,72,98,224.0
6346,6,48,18,72.0
6347,38,69,81,188.0
6348,69,31,24,124.0
6349,96,7,27,130.0
6350,56,23,18,97.0
6351,18,74,69,161.0
6352,79,55,54,188.0
6353,1,80,41,122.0
6354,61,31,94,186.0
6355,94,85,21,200.0
6356,59,28,8,95.0
6357,97,83,51,231.0
6358,96,73,33,202.0
6359,10,88,26,124.0
6360,52,65,14,131.0
6361,16,64,25,105.0
6362,22,4,4,30.0
6363,62,50,15,127.0
6364,14,80,60,154.0
6365,42,17,41,100.0
6366,4,11,30,45.0
6367,86,37,26,149.0
6368,1,33,88,122.0
6369,96,43,12,151.0
6370,13,50,76,139.0
6371,85,87,40,212.0
6372,88,85,26,199.0
6373,43,23,97,163.0
6374,60,43,46,149.0
6375,82,53,33,168.0
6376,26,27,10,63.0
6377,89,17,44,150.0
6378,25,25,60,110.0
6379,82,86,93,261.0
6380,27,8,76,111.0
6381,75,75,54,204.0
6382,2,43,46,91.0
6383,69,43,73,185.0
6384,16,63,1,80.0
6385,45,76,84,205.0
6386,75,72,95,242.0
6387,46,97,11,154.0
6388,89,26,35,150.0
6389,82,91,73,246.0
6390,4,56,12,72.0
6391,28,81,59,168.0
6392,91,45,2,138.0
6393,65,72,5,142.0
6394,78,34,74,186.0
6395,91,0,67,158.0
6396,35,81,64,180.0
6397,7,96,91,194.0
6398,23,15,42,80.0
6399,67,4,68,139.0
6400,57,23,21,101.0
6401,45,57,50,152.0
6402,14,24,76,114.0
6403,59,84,93,236.0
6404,91,47,29,167.0
6405,45,42,82,169.0
6406,88,64,90,242.0
6407,63,87,37,187.0
6408,88,5,49,142.0
6409,57,82,20,159.0
6410,7,44,15,66.0
6411,9,48,26,83.0
6412,21,16,1,38.0
6413,83,60,38,181.0
6414,53,39,74,166.0
6415,0,82,89,171.0
6416,34,75,74,183.0
6417,30,83,37,150.0
6418,76,58,54,188.0
6419,39,53,38,130.0
6420,21,64,34,119.0
6421,39,43,40,122.0
6422,94,88,59,241.0
6423,41,36,11,88.0
6424,94,17,97,208.0
6425,82,67,83,232.0
6426,83,37,58,178.0
6427,75,94,79,248.0
6428,17,31,81,129.0
6429,61,39,14,114.0
6430,6,74,84,164.0
6431,62,29,86,177.0
6432,31,92,11,134.0
6433,49,57,77,183.0
6434,17,86,85,188.0
6435,41,33,65,139.0
6436,86,34,68,188.0
6437,49,89,76,214.0
6438,28,6,26,60.0
6439,40,97,12,149.0
6440,84,67,33,184.0
6441,43,96,13,152.0
6442,50,38,16,104.0
6443,78,53,86,217.0
6444,97,49,8,154.0
6445,24,90,76,190.0
6446,69,77,34,180.0
6447,64,40,49,153.0
6448,11,87,47,145.0
6449,81,42,56,179.0
6450,62,47,32,141.0
6451,14,41,39,94.0
6452,67,24,68,159.0
6453,26,5,23,54.0
6454,63,83,67,213.0
6455,31,16,42,89.0
6456,8,67,35,110.0
6457,15,57,73,145.0
6458,5,60,38,103.0
6459,35,17,7,59.0
6460,14,27,29,70.0
6461,39,89,37,165.0
6462,69,51,33,153.0
6463,62,81,83,226.0
6464,92,93,73,258.0
6465,66,16,66,148.0
6466,47,20,78,145.0
6467,54,65,21,140.0
6468,48,41,68,157.0
6469,14,4,75,93.0
6470,41,82,62,185.0
6471,6,96,98,200.0
6472,70,99,87,256.0
6473,68,49,54,171.0
6474,31,8,78,117.0
6475,11,83,59,153.0
6476,16,10,92,118.0
6477,72,28,13,113.0
6478,41,60,85,186.0
6479,22,20,71,113.0
6480,77,21,95,193.0
6481,60,42,48,150.0
6482,50,54,67,171.0
6483,12,71,54,137.0
6484,76,66,69,211.0
6485,63,10,42,115.0
6486,73,45,64,182.0
6487,84,39,96,219.0
6488,47,70,49,166.0
6489,53,91,40,184.0
6490,53,14,60,127.0
6491,69,46,76,191.0
6492,57,64,86,207.0
6493,44,2,31,77.0
6494,3,43,54,100.0
6495,83,22,72,177.0
6496,8,60,65,133.0
6497,64,59,67,190.0
6498,26,76,67,169.0
6499,65,86,93,244.0
6500,74,21,50,145.0
6501,5,17,78,100.0
6502,39,90,56,185.0
6503,14,19,89,122.0
6504,95,26,1,122.0
6505,78,75,3,156.0
6506,75,74,91,240.0
6507,60,27,92,179.0
6508,33,53,59,145.0
6509,46,2,55,103.0
6510,81,56,75,212.0
6511,15,15,6,36.0
6512,43,61,61,165.0
6513,23,73,15,111.0
6514,92,23,46,161.0
6515,64,57,92,213.0
6516,77,64,33,174.0
6517,18,69,54,141.0
6518,98,73,13,184.0
6519,90,9,33,132.0
6520,65,69,46,180.0
6521,49,32,83,164.0
6522,39,0,56,95.0
6523,17,76,50,143.0
6524,31,44,46,121.0
6525,80,96,83,259.0
6526,37,12,22,71.0
6527,99,50,2,151.0
6528,75,23,45,143.0
6529,23,67,53,143.0
6530,66,71,14,151.0
6531,8,44,36,88.0
6532,11,17,90,118.0
6533,48,0,69,117.0
6534,69,93,71,233.0
6535,31,40,73,144.0
6536,99,10,89,198.0
6537,22,35,28,85.0
6538,67,34,39,140.0
6539,14,33,95,142.0
6540,40,74,43,157.0
6541,97,68,69,234.0
6542,30,19,50,99.0
6543,96,59,88,243.0
6544,53,75,12,140.0
6545,52,60,83,195.0
6546,8,47,55,110.0
6547,91,29,6,126.0
6548,21,87,40,148.0
6549,75,51,42,168.0
6550,0,69,81,150.0
6551,91,2,52,145.0
6552,91,64,50,205.0
6553,85,14,37,136.0
6554,73,27,26,126.0
6555,58,45,27,130.0
6556,90,72,79,241.0
6557,86,91,12,189.0
6558,13,8,78,99.0
6559,89,64,15,168.0
6560,88,33,7,128.0
6561,51,71,48,170.0
6562,14,95,85,194.0
6563,98,53,31,182.0
6564,15,57,78,150.0
6565,48,49,84,181.0
6566,25,49,59,133.0
6567,42,48,21,111.0
6568,94,1,12,107.0
6569,91,15,63,169.0
6570,2,5,23,30.0
6571,43,29,46,118.0
6572,75,84,81,240.0
6573,70,81,40,191.0
6574,21,56,30,107.0
6575,19,39,29,87.0
6576,15,42,55,112.0
6577,75,6,79,160.0
6578,85,83,59,227.0
6579,72,9,9,90.0
6580,90,38,74,202.0
6581,29,65,41,135.0
6582,10,8,58,76.0
6583,71,16,55,142.0
6584,25,32,71,128.0
6585,59,69,96,224.0
6586,40,48,28,116.0
6587,73,20,37,130.0
6588,17,81,55,153.0
6589,23,17,88,128.0
6590,85,83,71,239.0
6591,6,91,8,105.0
6592,79,81,1,161.0
6593,36,51,40,127.0
6594,52,84,92,228.0
6595,9,60,34,103.0
6596,16,84,99,199.0
6597,67,31,22,120.0
6598,54,32,88,174.0
6599,65,40,86,191.0
6600,7,10,97,114.0
6601,43,63,70,176.0
6602,96,4,35,135.0
6603,55,9,62,126.0
6604,16,20,98,134.0
6605,83,90,74,247.0
6606,86,92,77,255.0
6607,10,12,11,33.0
6608,77,7,66,150.0
6609,54,19,77,150.0
6610,15,65,47,127.0
6611,67,0,50,117.0
6612,15,80,49,144.0
6613,91,24,80,195.0
6614,19,67,70,156.0
6615,12,31,11,54.0
6616,55,18,40,113.0
6617,76,14,33,123.0
6618,64,75,78,217.0
6619,23,22,95,140.0
6620,28,75,71,174.0
6621,91,7,62,160.0
6622,63,29,0,92.0
6623,25,50,28,103.0
6624,81,10,30,121.0
6625,84,68,14,166.0
6626,6,62,76,144.0
6627,5,89,89,183.0
6628,26,26,67,119.0
6629,63,57,29,149.0
6630,29,56,93,178.0
6631,67,88,55,210.0
6632,32,94,27,153.0
6633,10,13,80,103.0
6634,65,59,35,159.0
6635,7,95,8,110.0
6636,94,82,9,185.0
6637,69,14,94,177.0
6638,96,50,28,174.0
6639,89,46,9,144.0
6640,36,2,8,46.0
6641,47,22,50,119.0
6642,39,47,35,121.0
6643,62,58,56,176.0
6644,22,60,43,125.0
6645,90,45,24,159.0
6646,90,72,10,172.0
6647,19,70,38,127.0
6648,71,51,21,143.0
6649,68,43,37,148.0
6650,96,95,52,243.0
6651,38,73,99,210.0
6652,15,18,94,127.0
6653,7,73,1,81.0
6654,2,71,66,139.0
6655,72,81,25,178.0
6656,60,93,43,196.0
6657,22,0,90,112.0
6658,74,28,40,142.0
6659,84,6,79,169.0
6660,7,27,44,78.0
6661,80,48,58,186.0
6662,95,16,12,123.0
6663,88,31,48,167.0
6664,35,69,21,125.0
6665,19,66,4,89.0
6666,38,81,66,185.0
6667,55,73,93,221.0
6668,1,10,4,15.0
6669,41,63,98,202.0
6670,42,6,73,121.0
6671,95,94,93,282.0
6672,91,79,76,246.0
6673,10,47,88,145.0
6674,33,69,68,170.0
6675,57,82,32,171.0
6676,95,71,91,257.0
6677,3,16,53,72.0
6678,71,29,62,162.0
6679,98,48,40,186.0
6680,82,23,0,105.0
6681,90,25,5,120.0
6682,46,67,44,157.0
6683,33,21,29,83.0
6684,18,24,51,93.0
6685,48,16,80,144.0
6686,88,31,26,145.0
6687,44,73,98,215.0
6688,64,23,44,131.0
6689,69,52,57,178.0
6690,81,55,19,155.0
6691,61,17,94,172.0
6692,0,44,27,71.0
6693,15,22,95,132.0
6694,18,69,12,99.0
6695,82,6,17,105.0
6696,81,90,5,176.0
6697,12,20,23,55.0
6698,7,99,84,190.0
6699,83,26,39,148.0
6700,55,59,39,153.0
6701,2,37,10,49.0
6702,91,55,90,236.0
6703,60,21,39,120.0
6704,92,13,90,195.0
6705,46,10,43,99.0
6706,29,23,80,132.0
6707,69,64,71,204.0
6708,49,91,5,145.0
6709,26,78,90,194.0
6710,91,60,95,246.0
6711,87,99,88,274.0
6712,2,60,29,91.0
6713,8,12,28,48.0
6714,23,66,86,175.0
6715,1,78,49,128.0
6716,37,23,16,76.0
6717,8,32,43,83.0
6718,98,21,49,168.0
6719,21,54,78,153.0
6720,26,60,10,96.0
6721,16,77,75,168.0
6722,4,25,55,84.0
6723,93,15,28,136.0
6724,95,46,34,175.0
6725,54,5,15,74.0
6726,50,56,69,175.0
6727,47,76,16,139.0
6728,43,36,74,153.0
6729,63,34,79,176.0
6730,83,18,13,114.0
6731,55,18,20,93.0
6732,90,28,41,159.0
6733,93,98,25,216.0
6734,45,32,57,134.0
6735,99,21,19,139.0
6736,83,26,17,126.0
6737,26,81,28,135.0
6738,3,41,32,76.0
6739,64,83,34,181.0
6740,25,21,51,97.0
6741,74,3,57,134.0
6742,35,51,79,165.0
6743,8,77,46,131.0
6744,42,88,3,133.0
6745,95,16,83,194.0
6746,22,65,71,158.0
6747,76,7,42,125.0
6748,10,19,1,30.0
6749,34,23,23,80.0
6750,9,16,8,33.0
6751,4,34,69,107.0
6752,90,80,83,253.0
6753,49,41,81,171.0
6754,95,94,70,259.0
6755,22,26,72,120.0
6756,51,90,26,167.0
6757,66,40,24,130.0
6758,90,66,97,253.0
6759,44,52,59,155.0
6760,92,62,21,175.0
6761,59,21,47,127.0
6762,36,50,20,106.0
6763,31,96,74,201.0
6764,38,65,24,127.0
6765,24,63,36,123.0
6766,18,42,74,134.0
6767,0,51,62,113.0
6768,97,61,2,160.0
6769,99,88,48,235.0
6770,26,19,55,100.0
6771,25,41,84,150.0
6772,73,67,88,228.0
6773,83,98,5,186.0
6774,74,44,75,193.0
6775,70,90,40,200.0
6776,66,46,56,168.0
6777,59,47,45,151.0
6778,12,60,71,143.0
6779,48,8,46,102.0
6780,35,38,17,90.0
6781,15,97,90,202.0
6782,59,60,50,169.0
6783,52,87,99,238.0
6784,18,24,31,73.0
6785,22,71,50,143.0
6786,17,80,84,181.0
6787,91,3,77,171.0
6788,19,92,32,143.0
6789,29,18,39,86.0
6790,69,30,54,153.0
6791,67,20,30,117.0
6792,15,7,37,59.0
6793,71,17,56,144.0
6794,6,0,7,13.0
6795,84,71,51,206.0
6796,38,22,51,111.0
6797,17,94,27,138.0
6798,75,84,8,167.0
6799,63,46,1,110.0
6800,13,82,40,135.0
6801,33,62,91,186.0
6802,83,28,97,208.0
6803,11,13,80,104.0
6804,59,62,44,165.0
6805,90,6,45,141.0
6806,32,47,77,156.0
6807,18,84,50,152.0
6808,82,2,73,157.0
6809,97,15,19,131.0
6810,92,81,64,237.0
6811,20,99,11,130.0
6812,44,29,58,131.0
6813,95,90,44,229.0
6814,87,84,80,251.0
6815,22,7,26,55.0
6816,17,1,28,46.0
6817,1,69,90,160.0
6818,87,15,93,195.0
6819,43,81,94,218.0
6820,32,69,78,179.0
6821,25,65,65,155.0
6822,61,63,44,168.0
6823,55,53,75,183.0
6824,23,11,55,89.0
6825,55,55,66,176.0
6826,83,92,18,193.0
6827,13,47,70,130.0
6828,5,67,57,129.0
6829,95,93,40,228.0
6830,92,98,66,256.0
6831,66,74,34,174.0
6832,74,31,42,147.0
6833,74,23,59,156.0
6834,73,28,44,145.0
6835,91,19,98,208.0
6836,77,98,31,206.0
6837,49,68,42,159.0
6838,19,64,73,156.0
6839,12,39,72,123.0
6840,56,61,11,128.0
6841,93,58,14,165.0
6842,40,56,13,109.0
6843,4,76,11,91.0
6844,48,74,57,179.0
6845,4,52,7,63.0
6846,93,87,49,229.0
6847,11,28,7,46.0
6848,24,38,60,122.0
6849,67,51,7,125.0
6850,82,38,44,164.0
6851,28,4,72,104.0
6852,53,37,28,118.0
6853,28,43,96,167.0
6854,26,36,39,101.0
6855,47,13,59,119.0
6856,57,71,6,134.0
6857,16,4,21,41.0
6858,92,46,67,205.0
6859,69,97,80,246.0
6860,3,21,41,65.0
6861,47,53,66,166.0
6862,3,70,91,164.0
6863,93,81,59,233.0
6864,28,45,42,115.0
6865,20,83,25,128.0
6866,2,99,84,185.0
6867,16,48,4,68.0
6868,33,67,96,196.0
6869,45,81,53,179.0
6870,76,98,29,203.0
6871,16,63,65,144.0
6872,89,15,14,118.0
6873,30,26,1,57.0
6874,80,27,29,136.0
6875,71,11,59,141.0
6876,64,12,80,156.0
6877,47,79,88,214.0
6878,15,58,51,124.0
6879,73,25,42,140.0
6880,78,30,95,203.0
6881,43,78,29,150.0
6882,20,54,58,132.0
6883,9,81,28,118.0
6884,59,47,8,114.0
6885,96,88,1,185.0
6886,61,41,67,169.0
6887,67,95,2,164.0
6888,14,23,82,119.0
6889,13,24,62,99.0
6890,50,10,50,110.0
6891,30,88,84,202.0
6892,74,70,67,211.0
6893,86,68,60,214.0
6894,27,16,56,99.0
6895,36,55,35,126.0
6896,13,1,80,94.0
6897,1,52,21,74.0
6898,8,23,64,95.0
6899,14,60,80,154.0
6900,92,33,54,179.0
6901,94,12,2,108.0
6902,24,35,26,85.0
6903,92,25,22,139.0
6904,88,0,99,187.0
6905,34,90,37,161.0
6906,77,66,50,193.0
6907,5,78,83,166.0
6908,24,17,70,111.0
6909,0,49,7,56.0
6910,93,97,6,196.0
6911,45,24,75,144.0
6912,92,63,79,234.0
6913,27,91,24,142.0
6914,59,2,43,104.0
6915,17,0,77,94.0
6916,38,17,39,94.0
6917,8,11,86,105.0
6918,90,47,28,165.0
6919,84,95,98,277.0
6920,30,26,4,60.0
6921,59,48,81,188.0
6922,74,66,9,149.0
6923,31,42,32,105.0
6924,7,76,36,119.0
6925,95,12,22,129.0
6926,45,31,18,94.0
6927,23,64,49,136.0
6928,65,88,21,174.0
6929,34,63,29,126.0
6930,85,37,39,161.0
6931,85,22,56,163.0
6932,52,87,30,169.0
6933,49,12,15,76.0
6934,16,24,72,112.0
6935,45,1,56,102.0
6936,76,81,72,229.0
6937,70,98,28,196.0
6938,95,75,14,184.0
6939,92,50,81,223.0
6940,50,67,84,201.0
6941,93,60,42,195.0
6942,73,80,27,180.0
6943,20,93,84,197.0
6944,42,88,64,194.0
6945,30,89,31,150.0
6946,97,30,1,128.0
6947,8,50,98,156.0
6948,79,42,75,196.0
6949,58,21,39,118.0
6950,14,59,67,140.0
6951,72,81,56,209.0
6952,52,20,80,152.0
6953,21,86,16,123.0
6954,83,1,90,174.0
6955,35,62,85,182.0
6956,82,5,55,142.0
6957,58,56,86,200.0
6958,91,66,21,178.0
6959,81,51,90,222.0
6960,16,69,87,172.0
6961,99,6,19,124.0
6962,94,11,57,162.0
6963,62,33,69,164.0
6964,56,73,34,163.0
6965,73,30,20,123.0
6966,38,8,62,108.0
6967,90,56,30,176.0
6968,15,8,30,53.0
6969,63,30,97,190.0
6970,32,92,2,126.0
6971,17,64,3,84.0
6972,57,1,91,149.0
6973,42,70,54,166.0
6974,59,60,91,210.0
6975,69,50,25,144.0
6976,60,14,35,109.0
6977,22,83,62,167.0
6978,2,16,30,48.0
6979,99,95,35,229.0
6980,3,80,49,132.0
6981,70,32,37,139.0
6982,99,5,35,139.0
6983,34,8,99,141.0
6984,45,78,59,182.0
6985,64,16,45,125.0
6986,77,39,32,148.0
6987,28,68,74,170.0
6988,42,65,9,116.0
6989,47,20,74,141.0
6990,82,64,54,200.0
6991,93,99,35,227.0
6992,90,76,75,241.0
6993,39,77,53,169.0
6994,58,73,44,175.0
6995,17,70,28,115.0
6996,34,30,76,140.0
6997,91,53,45,189.0
6998,52,58,52,162.0
6999,53,86,5,144.0
7000,10,13,67,90.0
7001,74,68,89,231.0
7002,53,82,32,167.0
7003,13,84,18,115.0
7004,2,64,9,75.0
7005,56,27,49,132.0
7006,79,94,32,205.0
7007,15,31,47,93.0
7008,11,24,78,113.0
7009,94,0,25,119.0
7010,90,92,64,246.0
7011,63,34,87,184.0
7012,39,31,78,148.0
7013,27,60,56,143.0
7014,49,99,55,203.0
7015,57,3,58,118.0
7016,24,46,58,128.0
7017,72,79,70,221.0
7018,44,36,19,99.0
7019,66,99,11,176.0
7020,61,50,10,121.0
7021,54,24,53,131.0
7022,91,99,4,194.0
7023,40,96,72,208.0
7024,65,24,17,106.0
7025,13,83,9,105.0
7026,3,18,23,44.0
7027,76,47,74,197.0
7028,42,7,30,79.0
7029,23,47,18,88.0
7030,70,31,73,174.0
7031,20,60,16,96.0
7032,72,71,9,152.0
7033,86,56,23,165.0
7034,51,36,45,132.0
7035,62,88,90,240.0
7036,2,33,80,115.0
7037,28,67,7,102.0
7038,91,70,15,176.0
7039,49,71,64,184.0
7040,63,97,85,245.0
7041,64,39,71,174.0
7042,51,88,54,193.0
7043,17,28,80,125.0
7044,86,73,19,178.0
7045,90,78,82,250.0
7046,88,88,82,258.0
7047,10,53,84,147.0
7048,40,34,72,146.0
7049,45,84,40,169.0
7050,38,50,24,112.0
7051,97,30,65,192.0
7052,61,27,95,183.0
7053,1,92,57,150.0
7054,25,86,10,121.0
7055,52,75,15,142.0
7056,65,85,36,186.0
7057,14,27,30,71.0
7058,32,4,67,103.0
7059,3,69,3,75.0
7060,4,70,23,97.0
7061,21,65,13,99.0
7062,12,5,80,97.0
7063,89,3,13,105.0
7064,37,91,28,156.0
7065,22,8,96,126.0
7066,22,3,33,58.0
7067,6,79,27,112.0
7068,39,78,51,168.0
7069,52,72,95,219.0
7070,90,40,3,133.0
7071,45,17,55,117.0
7072,12,59,62,133.0
7073,4,63,72,139.0
7074,69,27,37,133.0
7075,90,79,90,259.0
7076,41,32,61,134.0
7077,52,37,51,140.0
7078,28,48,51,127.0
7079,35,74,85,194.0
7080,65,90,98,253.0
7081,19,15,31,65.0
7082,76,93,26,195.0
7083,30,84,43,157.0
7084,46,94,83,223.0
7085,10,16,7,33.0
7086,32,11,35,78.0
7087,73,26,65,164.0
7088,87,43,11,141.0
7089,28,22,33,83.0
7090,24,95,46,165.0
7091,35,14,25,74.0
7092,82,41,31,154.0
7093,50,36,81,167.0
7094,59,54,87,200.0
7095,27,7,68,102.0
7096,1,44,51,96.0
7097,67,80,8,155.0
7098,11,56,84,151.0
7099,54,65,59,178.0
7100,67,36,45,148.0
7101,50,95,38,183.0
7102,18,40,73,131.0
7103,24,77,41,142.0
7104,81,73,53,207.0
7105,48,45,95,188.0
7106,80,49,50,179.0
7107,8,37,70,115.0
7108,36,39,97,172.0
7109,69,61,24,154.0
7110,29,58,97,184.0
7111,71,7,60,138.0
7112,2,70,43,115.0
7113,62,74,14,150.0
7114,20,64,34,118.0
7115,34,12,15,61.0
7116,82,7,76,165.0
7117,67,2,98,167.0
7118,3,25,87,115.0
7119,6,9,55,70.0
7120,3,70,71,144.0
7121,49,62,49,160.0
7122,72,6,81,159.0
7123,39,33,10,82.0
7124,37,75,81,193.0
7125,30,82,45,157.0
7126,18,89,36,143.0
7127,35,13,90,138.0
7128,62,14,29,105.0
7129,21,27,8,56.0
7130,78,71,86,235.0
7131,53,18,50,121.0
7132,18,42,16,76.0
7133,79,83,2,164.0
7134,45,14,58,117.0
7135,39,59,29,127.0
7136,71,25,6,102.0
7137,41,55,36,132.0
7138,92,97,26,215.0
7139,41,66,68,175.0
7140,29,85,95,209.0
7141,76,94,6,176.0
7142,25,93,11,129.0
7143,72,20,6,98.0
7144,63,69,57,189.0
7145,19,99,14,132.0
7146,97,42,58,197.0
7147,98,97,10,205.0
7148,51,19,3,73.0
7149,77,70,17,164.0
7150,54,42,82,178.0
7151,49,24,24,97.0
7152,65,53,92,210.0
7153,46,62,38,146.0
7154,38,85,89,212.0
7155,44,13,38,95.0
7156,47,69,65,181.0
7157,32,38,0,70.0
7158,71,62,86,219.0
7159,18,88,46,152.0
7160,31,65,8,104.0
7161,6,18,11,35.0
7162,33,49,82,164.0
7163,81,29,25,135.0
7164,59,77,55,191.0
7165,11,94,67,172.0
7166,76,16,58,150.0
7167,82,69,68,219.0
7168,58,30,6,94.0
7169,5,75,80,160.0
7170,35,82,68,185.0
7171,55,20,38,113.0
7172,30,92,42,164.0
7173,94,17,63,174.0
7174,75,16,27,118.0
7175,91,10,49,150.0
7176,36,39,88,163.0
7177,43,47,1,91.0
7178,71,57,8,136.0
7179,16,90,40,146.0
7180,19,38,43,100.0
7181,43,97,22,162.0
7182,52,62,48,162.0
7183,25,47,5,77.0
7184,98,10,32,140.0
7185,59,6,70,135.0
7186,34,53,8,95.0
7187,27,49,43,119.0
7188,68,33,27,128.0
7189,34,5,2,41.0
7190,31,16,72,119.0
7191,49,34,50,133.0
7192,58,2,35,95.0
7193,28,65,7,100.0
7194,69,33,7,109.0
7195,45,10,67,122.0
7196,35,93,53,181.0
7197,53,27,84,164.0
7198,8,37,61,106.0
7199,52,93,22,167.0
7200,26,29,35,90.0
7201,75,85,96,256.0
7202,2,12,58,72.0
7203,98,85,60,243.0
